ID,type
gi|1197711009|ref|YP_009369857.1| ribulose-1 5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Boldia erythrosiphon] >gi|1190064564|gb|ARO90545.1| ribulose-1 5-bisphosphate carboxylase/oxygenase large subunit [Boldia erythrosiphon],1D-Euk
gi|1461073538|ref|WP_116478505.1| form I ribulose bisphosphate carboxylase large subunit [candidate division NC10 bacterium] >gi|1388068372|gb|PWB44504.1| ribulose-bisphosphate carboxylase large subunit [candidate division NC10 bacterium],1C-Prok
"gi|305690665|gb|ADM64626.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Thorea bachmannii]",1D-Euk
gi|639198592|ref|WP_024537032.1| form I ribulose bisphosphate carboxylase large subunit [Comamonas badia],1C-Prok
gi|1482729872|ref|WP_119782611.1| form I ribulose bisphosphate carboxylase large subunit [Oleomonas sp. K1W22B-8] >gi|1481304802|gb|RJF80559.1| form I ribulose bisphosphate carboxylase large subunit [Oleomonas sp. K1W22B-8],1C-Prok
"gi|528313567|dbj|BAN66763.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Ralfsia sp. RspJ]",1D-Euk
gi|1404768564|gb|PZO12093.1| ribulose-bisphosphate carboxylase large subunit [Burkholderiales bacterium],1-Prok
"gi|354779740|gb|AER38527.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Sarcinochrysis sp. HSY-2011]",1D-Euk
"gi|954001094|gb|ALP13672.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Karenia brevis]",1D-Euk
gi|157678845|dbj|BAF80663.1| ribulose 1.5-bisphosphate carboxylase/oxygenase large subunit [Olisthodiscus luteus],1D-Euk
gi|655942029|ref|WP_028990221.1| form I ribulose bisphosphate carboxylase large subunit [Thermithiobacillus tepidarius],1C-Prok
gi|1240327299|ref|WP_095587640.1| form I ribulose bisphosphate carboxylase large subunit [Actibacterium ureilyticum],1C-Prok
gi|1483081481|gb|RJQ46746.1| ribulose-bisphosphate carboxylase large subunit [Gammaproteobacteria bacterium],1-Prok
gi|916728254|ref|WP_051335310.1| form I ribulose bisphosphate carboxylase large subunit [Methylocapsa acidiphila],1C-Prok
"gi|6006780|gb|AAF00604.1|AF155584_1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Stichogloea globosa]",1D-Euk
"TARA_025.SAMEA2619766.5.0.22-1.6_180_47 /annotation=ribulose bisphosphate carboxylase, large chain/ngenes=71",1D-Euk
"gi|6006784|gb|AAF00606.1|AF155876_1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Chromulina nebulosa]",1D-Euk
"gi|1238820980|ref|YP_009420408.1| ribulose-1 5-bisphosphate carboxylase/oxygenase large subunit (plastid) [Chroomonas placoidea] >gi|1226042443|gb|ASO76047.1| ribulose-1 5-bisphosphate carboxylase/oxygenase large subunit (plastid) [Chroomonas placoidea] >gi|1236762945|gb|ASV47665.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Chroomonas mesostigmatica CCMP1168]",1D-Euk
"gi|123720771|dbj|BAF45339.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Discosporangium mesarthrocarpum]",1D-Euk
gi|918751481|ref|WP_052604532.1| ribulose-bisphosphate carboxylase large subunit [Acidithrix ferrooxidans] >gi|765673120|gb|KJF18383.1| ribulose bisphosphate carboxylase large chain [Acidithrix ferrooxidans],1-Prok
gi|1332576724|ref|WP_102629962.1| form I ribulose bisphosphate carboxylase large subunit [Halomonas heilongjiangensis] >gi|1328003572|gb|PMR66919.1| ribulose-bisphosphate carboxylase large subunit [Halomonas heilongjiangensis] >gi|1398024870|gb|PXX88571.1| ribulose-bisphosphate carboxylase large subunit [Halomonas heilongjiangensis],1C-Prok
"gi|952347751|gb|KRT69724.1| ribulose-bisphosphate carboxylase, ribulose-bisphosphate carboxylase large chain [candidate division NC10 bacterium CSP1-5]",1C-Prok
TARA_030.SAMEA2591122.70.0.22-1.6_131638_6 /annotation=ribulose bisophosphate carboxylase/domain=Bacteria /phylum=Proteobacteria /class=Alphaproteobacteria,1C-Prok
TARA_149.SAMEA2623774.5.0.22-3_2076677_3 /annotation=ribulose bisphosphate carboxylase large chain/domain=Bacteria /phylum=Proteobacteria /class=Alphaproteobacteria,1C-Prok
"TARA_078.SAMEA2621260.5.0.45-0.8_1854059_1 /annotation=ribulose-bisphosphate carboxylase, large subunit or chain, chloroplast, RuBisCo/domain=Eukaryota",1D-Euk
"gi|499635370|ref|WP_011316104.1| Ribulose bisphosphate carboxylase large chain 2 [Nitrobacter winogradskyi] >gi|115502574|sp|Q3SNG2.1|RBL1B_NITWN RecName: Full=Ribulose bisphosphate carboxylase large chain 2; Short=RuBisCO large subunit 2 >gi|74421980|gb|ABA06179.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Nitrobacter winogradskyi Nb-255]",1C-Prok
"gi|1592852499|ref|WP_132706683.1| ribulose-bisphosphate carboxylase large subunit [Rhodothalassium salexigens] >gi|1588669815|gb|TCP38327.1| ribulose 1,5-bisphosphate carboxylase large subunit [Rhodothalassium salexigens DSM 2132]",1C-Prok
gi|916359901|ref|WP_051084211.1| ribulose-bisphosphate carboxylase large subunit [Rudaea cellulosilytica],1-Prok
gi|764625124|ref|WP_044434920.1| ribulose-bisphosphate carboxylase large subunit [Skermanella aerolata] >gi|763831210|gb|KJB91840.1| ribulose bisophosphate carboxylase [Skermanella aerolata KACC 11604],1C-Prok
gi|1580464864|gb|TAK72457.1| ribulose-bisphosphate carboxylase large subunit [Betaproteobacteria bacterium],1-Prok
gi|1222363286|ref|WP_090415908.1| ribulose-bisphosphate carboxylase large subunit [Nitrosomonas halophila] >gi|1088856961|emb|SDZ06085.1| ribulose-bisphosphate carboxylase large chain [Nitrosomonas halophila],1-Prok
gi|928934477|ref|WP_053959301.1| form I ribulose bisphosphate carboxylase large subunit [Sulfobacillus thermosulfidooxidans],1-Prok
gi|1232228142|gb|OYV24875.1| ribulose-bisphosphate carboxylase large subunit [Rhodospirillales bacterium 20-58-10],1C-Prok
gi|1427935047|ref|WP_113703782.1| ribulose-bisphosphate carboxylase large subunit [Nonomuraea sp. NEAU-YG30],1-Prok
gi|1547476056|ref|WP_127076511.1| ribulose-bisphosphate carboxylase large subunit [Rhodomicrobium sp. JA980],1C-Prok
gi|490488080|gb|EON24481.1| Ribulose-bisphosphate carboxylase (large_1) [Nocardioides sp. CF8],1-Prok
gi|1317394191|ref|WP_101466520.1| form I ribulose bisphosphate carboxylase large subunit [Nocardia fluminea] >gi|1315824280|gb|PKV80622.1| ribulose-bisphosphate carboxylase large chain [Nocardia fluminea],1-Prok
gi|1580585915|gb|TAL80380.1| form I ribulose bisphosphate carboxylase large subunit [Beijerinckiaceae bacterium],1C-Prok
gi|635633524|ref|WP_024280421.1| form I ribulose bisphosphate carboxylase large subunit [Xanthobacter sp. 126] >gi|132066|sp|P23011.1|RBL_XANFL RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|48544|emb|CAA35115.1| ribulose bisphosphate carboxylase [Xanthobacter flavus],1C-Prok
"gi|1055947567|ref|WP_067489955.1| MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Nocardia] >gi|1596271755|gb|TDP32892.1| ribulose 1,5-bisphosphate carboxylase large subunit [Nocardia ignorata]",1-Prok
gi|1307561328|gb|PKK14602.1| ribulose-bisphosphate carboxylase large subunit [Thermomonospora sp. CIF 1],1-Prok
gi|501585936|ref|WP_012590234.1| form I ribulose bisphosphate carboxylase large subunit [Methylocella silvestris] >gi|217502755|gb|ACK50164.1| Ribulose-bisphosphate carboxylase [Methylocella silvestris BL2],1C-Prok
gi|489028556|ref|WP_002938956.1| form I ribulose bisphosphate carboxylase large subunit [Thauera sp. 27] >gi|479293175|gb|ENO81275.1| ribulose bisophosphate carboxylase [Thauera sp. 27],1C-Prok
gi|1016280084|ref|WP_062964442.1| MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Corynebacteriales] >gi|1037450872|gb|OBA49469.1| ribulose-bisphosphate carboxylase large subunit [Nocardia sp. 852002-51101_SCH5132738] >gi|1037537400|gb|OBB31454.1| ribulose-bisphosphate carboxylase large subunit [Nocardia sp. 852002-51244_SCH5132740] >gi|1037992389|gb|OBF72887.1| ribulose-bisphosphate carboxylase large subunit [Mycobacterium sp. 852002-51759_SCH5129042] >gi|1345566412|gb|PPJ13016.1| ribulose-bisphosphate carboxylase large subunit [Nocardia nova] >gi|1440759613|emb|SUA45321.1| Ribulose bisphosphate carboxylase large chain [Nocardia africana],1-Prok
gi|1441378424|ref|WP_114911204.1| form I ribulose bisphosphate carboxylase large subunit [Acidisphaera sp. G45-3],1C-Prok
gi|1541392045|gb|RTL56898.1| form I ribulose bisphosphate carboxylase large subunit [Rhodocyclaceae bacterium],1C-Prok
gi|1384100489|ref|WP_108665016.1| ribulose-bisphosphate carboxylase large subunit [Euzebya rosea],1-Prok
"gi|119964666|gb|AAB17673.2| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Sulfobacillus acidophilus DSM 10332] >gi|339284866|gb|AEJ38977.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Sulfobacillus acidophilus TPY] >gi|361054802|gb|AEW06319.1| Ribulose-bisphosphate carboxylase [Sulfobacillus acidophilus DSM 10332]",1-Prok
gi|916922613|ref|WP_051529325.1| form I ribulose bisphosphate carboxylase large subunit [Meiothermus cerbereus],1-Prok
gi|576458405|gb|EUA52020.1| ribulose bisphosphate carboxylase large chain [Mycobacterium xenopi 3993],1-Prok
TARA_009.SAMEA2619548.55.0.22-1.6_1531526_7 /annotation=ribulose bisphosphate carboxylase large chain/domain=Bacteria /phylum=Proteobacteria,1C-Prok
TARA_034.SAMEA2619907.60.0.22-1.6_1078965_2 /annotation=ribulose bisphosphate carboxylase large chain/domain=Bacteria /phylum=Proteobacteria /class=Alphaproteobacteria /order=Rhodobacterales /family=Rhodobacteraceae,1C-Prok
gi|1405231365|gb|PZS34493.1| ribulose-bisphosphate carboxylase large subunit [Pseudonocardiales bacterium],1-Prok
gi|1404809240|gb|PZO50752.1| ribulose-bisphosphate carboxylase large subunit [Alphaproteobacteria bacterium],1-Prok
"gi|456391747|gb|EMF57107.1| ribulose 1,5-bisphosphate carboxylase [Streptomyces bottropensis ATCC 25435]",1-Prok
gi|1405068833|gb|PZQ85247.1| ribulose-bisphosphate carboxylase large subunit [Starkeya novella],1C-Prok
"gi|503405122|ref|WP_013639783.1| form I ribulose bisphosphate carboxylase large subunit [Acidiphilium multivorum] >gi|325050098|dbj|BAJ80436.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Acidiphilium multivorum AIU301] >gi|775291584|dbj|GAN73794.1| ribulose bisophosphate carboxylase [Acidiphilium multivorum AIU301]",1C-Prok
gi|1371416611|gb|PSR34029.1| ribulose-bisphosphate carboxylase large subunit [Sulfobacillus benefaciens],1-Prok
gi|763342564|ref|WP_044200861.1| form I ribulose bisphosphate carboxylase large subunit [Oscillochloris trichoides],1-Prok
gi|1441074511|ref|WP_114794706.1| form I ribulose bisphosphate carboxylase large subunit [Gaiella occulta] >gi|1436203327|gb|RDI75823.1| Ribulose 15-bisphosphate carboxylase [Gaiella occulta],1-Prok
gi|1173267281|ref|WP_081127112.1| form I ribulose bisphosphate carboxylase large subunit [Metallibacterium scheffleri],1C-Prok
gi|740277817|ref|WP_038117879.1| form I ribulose bisphosphate carboxylase large subunit [Variovorax sp. URHB0020],1C-Prok
gi|1056881216|ref|WP_068297041.1| form I ribulose bisphosphate carboxylase large subunit [Labrys sp. WJW] >gi|1044648914|gb|OCC01112.1| ribulose-bisphosphate carboxylase large subunit [Labrys sp. WJW],1C-Prok
gi|1423728698|ref|WP_112127323.1| form I ribulose bisphosphate carboxylase large subunit [Mesorhizobium sp. CNPSo 3140] >gi|1418819201|gb|RAZ77047.1| ribulose-bisphosphate carboxylase large subunit [Mesorhizobium sp. CNPSo 3140],1C-Prok
gi|1376869213|gb|PTQ53407.1| Ribulose bisphosphate carboxylase large chain [Brockia lithotrophica],1-Prok
gi|1286999358|dbj|GBD45030.1| Ribulose bisphosphate carboxylase large chain [bacterium HR40],1C-Prok
gi|1064178053|gb|ODU74715.1| ribulose-bisphosphate carboxylase large subunit [Rhodanobacter sp. SCN 69-32] >gi|1113598348|gb|OJY57543.1| ribulose-bisphosphate carboxylase large subunit [Rhodanobacter sp. 68-29],1C-Prok
gi|654474201|ref|WP_027944413.1| form I ribulose bisphosphate carboxylase large subunit [Amycolatopsis taiwanensis],1-Prok
gi|760159372|ref|WP_043840311.1| MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Amycolatopsis] >gi|1032313187|gb|OAP26353.1| Ribulose bisphosphate carboxylase large chain [Amycolatopsis sp. M39] >gi|1100072966|emb|SFP39095.1| ribulose-bisphosphate carboxylase large chain [Amycolatopsis rubida] >gi|1315839322|gb|PKV95662.1| ribulose-bisphosphate carboxylase large chain [Amycolatopsis niigatensis],1-Prok
gi|1371419020|gb|PSR36263.1| ribulose-bisphosphate carboxylase large subunit [Sulfobacillus thermosulfidooxidans],1-Prok
gi|1405175741|gb|PZR83315.1| ribulose-bisphosphate carboxylase large subunit [candidate division AD3 bacterium],1-Prok
gi|752635424|ref|WP_041304387.1| form I ribulose bisphosphate carboxylase large subunit [Kyrpidia tusciae],1-Prok
gi|1308987601|gb|PKO92768.1| ribulose-bisphosphate carboxylase large subunit [Betaproteobacteria bacterium HGW-Betaproteobacteria-1],1C-Prok
gi|1287007057|dbj|GBC84619.1| Ribulose bisphosphate carboxylase large chain [bacterium HR11],1-Prok
gi|576429406|gb|EUA23113.1| ribulose bisphosphate carboxylase large chain [Mycobacterium xenopi 4042],1-Prok
TARA_041.SAMEA2620217.60.0.22-1.6_217521_15 /annotation=cbbL; ribulose-bisophosphate carboxylase large subunit (EC:4.1.1.39) /domain=Bacteria /phylum=Proteobacteria,1C-Prok
"RBG_16_CP_72_14_RBG_16_scaffold_19821_29 rbcL; ribulose bisophosphate carboxylase (EC:4.1.1.39); K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=RBG_16_RIF_CHLX_72_14_curated id=87043097 bin=""Chloroflexi bacterium RBG_16_72_14"" species=RBG_16_RIF_CHLX_72_14_curated genus=unknown taxon_order=unknown taxon_class=unknown phylum=RIF-CHLX organism_tax=RBG_16_RIF_CHLX_72_14_curated",1C-Prok
gi|775269417|dbj|GAN77260.1| ribulose bisophosphate carboxylase [Acidisphaera rubrifaciens HS-AP3],1C-Prok
gi|655245167|ref|WP_028656409.1| form I ribulose bisphosphate carboxylase large subunit [Nocardioides sp. J54],1-Prok
gi|1209301495|ref|WP_088346681.1| MULTISPECIES: ribulose-bisphosphate carboxylase large subunit [Rhodomicrobium],1-Prok
gi|1579173146|ref|WP_130512522.1| ribulose-bisphosphate carboxylase large subunit [Krasilnikovia cinnamomea] >gi|1577267099|gb|RZU54121.1| ribulose-bisphosphate carboxylase large chain [Krasilnikovia cinnamomea],1-Prok
gi|1056649887|ref|WP_068078378.1| form I ribulose bisphosphate carboxylase large subunit [Rhizobiales bacterium CCH2-A4],1C-Prok
"gi|931391352|gb|KPJ80878.1| ribulose 1,5-bisphosphate carboxylase [Gammaproteobacteria bacterium SG8_30]",1C-Prok
gi|1592821735|ref|WP_132679031.1| ribulose-bisphosphate carboxylase large subunit [Saccharopolyspora sp. 16K309] >gi|1591050837|gb|TDD00652.1| form I ribulose bisphosphate carboxylase large subunit [Saccharopolyspora sp. 16K309],1-Prok
gi|1545221817|ref|WP_126396833.1| ribulose-bisphosphate carboxylase large subunit [Blastochloris sp. GI],1C-Prok
"gi|940341520|ref|WP_054966537.1| form I ribulose bisphosphate carboxylase large subunit [Thiohalorhabdus denitrificans] >gi|939540892|gb|KPV39547.1| ribulose 1,5-bisphosphate carboxylase [Thiohalorhabdus denitrificans] >gi|1081445282|emb|SCX99104.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Thiohalorhabdus denitrificans]",1-Prok
gi|1463996244|ref|WP_116813522.1| form I ribulose bisphosphate carboxylase large subunit [Steroidobacter cummioxidans],1C-Prok
gi|1518840668|ref|WP_123678898.1| ribulose-bisphosphate carboxylase large subunit [Couchioplanes caeruleus] >gi|1104176023|gb|OJF10141.1| ribulose-bisphosphate carboxylase large subunit [Couchioplanes caeruleus subsp. caeruleus],1-Prok
gi|1580523703|gb|TAL24675.1| form I ribulose bisphosphate carboxylase large subunit [Aquabacterium sp.],1C-Prok
"gi|161075735|gb|ABX56615.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Methylacidiphilum infernorum V4]",1-Prok
gi|1209271128|ref|WP_088320186.1| form I ribulose bisphosphate carboxylase large subunit [Kineosporia sp. R_H_3],1-Prok
gi|815863652|ref|WP_046470583.1| form I ribulose bisphosphate carboxylase large subunit [Allosalinactinospora lopnorensis],1-Prok
gi|1056007913|ref|WP_067538749.1| form I ribulose bisphosphate carboxylase large subunit [Nocardia crassostreae],1-Prok
gi|952341024|gb|KRT63449.1| Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) [Chloroflexi bacterium CSP1-4],1C-Prok
"gi|1054249365|ref|WP_066200159.1| form I ribulose bisphosphate carboxylase large subunit [Hydrogenibacillus schlegelii] >gi|1032910904|gb|OAR04743.1| ribulose 1,5-bisphosphate carboxylase [Hydrogenibacillus schlegelii]",1-Prok
gi|1023061485|gb|ANB18496.1| Ribulose bisphosphate carboxylase large chain CbbL [Dokdonella koreensis DS-123],1C-Prok
gi|335335195|gb|AEH40973.1| ribulose-bisphosphate carboxylase form I large subunit [Methylacidimicrobium cyclopophantes],1-Prok
gi|1405157033|gb|PZR66540.1| ribulose-bisphosphate carboxylase large subunit [candidate division AD3 bacterium],1-Prok
gi|1441078881|ref|WP_114798935.1| ribulose-bisphosphate carboxylase large subunit [Meiothermus sp. QL-1] >gi|1436231773|gb|RDI95382.1| ribulose-bisphosphate carboxylase large subunit [Meiothermus sp. QL-1],1-Prok
gi|916749483|ref|WP_051356539.1| form I ribulose bisphosphate carboxylase large subunit [Azorhizobium doebereinerae],1C-Prok
gi|1405220334|gb|PZS24549.1| ribulose-bisphosphate carboxylase large subunit [Pseudonocardiales bacterium],1-Prok
gi|1532556017|ref|WP_125090280.1| ribulose-bisphosphate carboxylase large subunit [Saccharopolyspora sp. H219] >gi|1532123037|gb|RRO16954.1| form I ribulose bisphosphate carboxylase large subunit [Saccharopolyspora sp. H219],1-Prok
gi|648614984|ref|WP_026306735.1| form I ribulose bisphosphate carboxylase large subunit [Smaragdicoccus niigatensis],1-Prok
gi|1405197108|gb|PZS03194.1| ribulose-bisphosphate carboxylase large subunit [Pseudonocardiales bacterium],1-Prok
gi|1056472938|ref|WP_067913848.1| MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Actinomadura],1-Prok
gi|1349048340|ref|WP_104521582.1| ribulose-bisphosphate carboxylase large subunit [Rhodopila globiformis] >gi|1347323642|gb|PPQ28142.1| ribulose-bisphosphate carboxylase large subunit [Rhodopila globiformis],1C-Prok
gi|494338850|ref|WP_007186404.1| ribulose-bisphosphate carboxylase large subunit [Hydrocarboniphaga effusa] >gi|391857740|gb|EIT68270.1| ribulose-bisphosphate carboxylase [Hydrocarboniphaga effusa AP103],1-Prok
gi|1371103491|gb|PSO46349.1| ribulose-bisphosphate carboxylase large subunit [Actinobacteria bacterium QS_8_72_14] >gi|1371113645|gb|PSO55583.1| ribulose-bisphosphate carboxylase large subunit [Actinobacteria bacterium QS_5_72_10],1-Prok
gi|1371403143|gb|PSR21157.1| ribulose-bisphosphate carboxylase large subunit [Sulfobacillus acidophilus],1-Prok
gi|1405152676|gb|PZR62427.1| ribulose-bisphosphate carboxylase large subunit [candidate division WPS-2 bacterium],1-Prok
"gi|496444767|ref|WP_009153612.1| form I ribulose bisphosphate carboxylase large subunit [Saccharomonospora marina] >gi|374655394|gb|EHR50227.1| ribulose 1,5-bisphosphate carboxylase, large subunit [Saccharomonospora marina XMU15]",1-Prok
gi|1132283620|ref|WP_075943437.1| form I ribulose bisphosphate carboxylase large subunit [Pseudonocardia sp. CNS-139] >gi|1130527461|gb|OLT11819.1| ribulose-bisphosphate carboxylase large subunit [Pseudonocardia sp. CNS-139],1-Prok
gi|1371180890|gb|PSP17776.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium QS_8_64_29],1-Prok
gi|1408039799|ref|WP_111471534.1| ribulose-bisphosphate carboxylase large subunit [Acetobacteraceae bacterium DB1506] >gi|1407466415|gb|RAI57380.1| ribulose-bisphosphate carboxylase large subunit [Acetobacteraceae bacterium DB1506],1C-Prok
"gi|1211987317|ref|WP_088563002.1| form I ribulose bisphosphate carboxylase large subunit [Arboricoccus pini] >gi|1210036179|emb|SNB79210.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Arboricoccus pini]",1C-Prok
gi|1405214833|gb|PZS19536.1| ribulose-bisphosphate carboxylase large subunit [Acidimicrobiales bacterium],1-Prok
gi|652475020|ref|WP_026869713.1| form I ribulose bisphosphate carboxylase large subunit [Inquilinus limosus],1C-Prok
gi|1113217266|gb|OJU85232.1| ribulose-bisphosphate carboxylase large subunit [Solirubrobacterales bacterium 70-9],1-Prok
gi|1404668117|gb|PZN33265.1| ribulose-bisphosphate carboxylase large subunit [Proteobacteria bacterium],1C-Prok
gi|654597222|ref|WP_028064187.1| form I ribulose bisphosphate carboxylase large subunit [Solirubrobacter soli],1-Prok
"RIFCSPLOWO2_12_FULL_NC10_sister_69_21_rifcsplowo2_12_scaffold_14732_12 Ribulose bisphosphate carboxylase large chain {ECO:0000313|EMBL:KJF18383.1}; EC=4.1.1.39 {ECO:0000313|EMBL:KJF18383.1};; TaxID=1280514 species=""Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobial id=89044692 bin=""Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_69_21"" species=Acidithrix ferrooxidans genus=Acidithrix taxon_order=Acidimicrobiales taxon_class=Acidimicrobiia phylum=Actinobacteria organism_tax=Rokubacteria, Bacteria",1-Prok
gi|1236132199|ref|WP_094931759.1| form I ribulose bisphosphate carboxylase large subunit [Pseudonocardia sp. MH-G8] >gi|1234729093|gb|OZM75617.1| ribulose-bisphosphate carboxylase large subunit [Pseudonocardia sp. MH-G8],1-Prok
gi|1463752065|ref|WP_116707191.1| form I ribulose bisphosphate carboxylase large subunit [Actinomycetospora cinnamomea] >gi|1387487066|gb|PVZ13145.1| ribulose-bisphosphate carboxylase large chain [Actinomycetospora cinnamomea],1-Prok
gi|1120939594|ref|WP_073456788.1| form I ribulose bisphosphate carboxylase large subunit [Pseudonocardia thermophila] >gi|1110459617|emb|SHK45303.1| ribulose-bisphosphate carboxylase large chain [Pseudonocardia thermophila],1-Prok
gi|1391528925|ref|WP_109430377.1| form I ribulose bisphosphate carboxylase large subunit [Acidibacillus sulfuroxidans] >gi|1390410593|gb|PWI57843.1| ribulose-bisphosphate carboxylase large subunit [Acidibacillus sulfuroxidans],1-Prok
gi|1099737638|emb|SFH24377.1| ribulose-bisphosphate carboxylase large chain [Actinopolymorpha cephalotaxi],1-Prok
gi|1407873524|ref|WP_111347259.1| form I ribulose bisphosphate carboxylase large subunit [Acuticoccus sp. PTG4-2] >gi|1407174896|gb|RAI00833.1| ribulose-bisphosphate carboxylase large subunit [Acuticoccus sp. PTG4-2],1C-Prok
gi|653036397|ref|WP_027288085.1| form I ribulose bisphosphate carboxylase large subunit [Rhodovibrio salinarum],1C-Prok
"gi|1448361901|ref|WP_115837261.1| form I ribulose bisphosphate carboxylase large subunit [Methylovirgula ligni] >gi|1446940483|gb|REF84634.1| ribulose 1,5-bisphosphate carboxylase large subunit [Methylovirgula ligni] >gi|1566363347|gb|QAY94921.1| ribulose-bisphosphate carboxylase large subunit [Methylovirgula ligni]",1C-Prok
gi|654409692|ref|WP_027881261.1| ribulose-bisphosphate carboxylase large subunit [Meiothermus rufus],1-Prok
TARA_065.SAMEA2620882.850.0.22-3_3672410_3 /annotation=cbbL; ribulose-bisophosphate carboxylase large subunit (EC:4.1.1.39) /domain=Bacteria /phylum=Proteobacteria /class=Alphaproteobacteria /order=Rhizobiales /family=Bradyrhizobiaceae /species=CN-SCN_Alphaproteobacteria_unknown,1C-Prok
"gi|1572539530|emb|VDD88826.1| RuBisCO long chain, Form III-like [uncultured archaeon]",III-like
gi|1398192517|gb|PXY71499.1| ribulose-bisphosphate carboxylase large subunit [Candidatus Parvarchaeota archaeon],III-like
"gi|1572540165|emb|VDD89149.1| RuBisCO long chain, Form III-like [uncultured archaeon]",III-like
"gi|1572541069|emb|VDS11161.1| RuBisCO long chain, Form III-like [uncultured Candidatus Pacearchaeota archaeon]",III-like
"TARA_037.SAMEA2619974.600.0.1-0.22_15961_3 /annotation=ribulose bisphosphate carboxylase, type III (EC:4.1.1.39) /domain=Archaea",III-like
"gi|1572539358|emb|VDD88685.1| RuBisCO long chain, Form III-like [uncultured archaeon]",III-like
"gi|1572540109|emb|VDD89106.1| RuBisCO long chain, Form III-like [uncultured archaeon]",III-like
"gi|1572539572|emb|VDD88862.1| RuBisCO long chain, Form III-like [uncultured archaeon]",III-like
"gi|1572539336|emb|VDD88659.1| RuBisCO long chain, Form III-like [uncultured archaeon]",III-like
"gi|1572541023|emb|VDS11138.1| RuBisCO long chain, Form III-like [uncultured Candidatus Woesearchaeota archaeon] >gi|1572541065|emb|VDS11159.1| RuBisCO long chain, Form III-like [uncultured Candidatus Woesearchaeota archaeon] >gi|1572541079|emb|VDS11166.1| RuBisCO long chain, Form III-like [uncultured Candidatus Woesearchaeota archaeon] >gi|1572541101|emb|VDS11177.1| RuBisCO long chain, Form III-like [uncultured Candidatus Woesearchaeota archaeon] >gi|1572541129|emb|VDS11191.1| RuBisCO long chain, Form III-like [uncultured Candidatus Woesearchaeota archaeon] >gi|1572541145|emb|VDS11199.1| RuBisCO long chain, Form III-like [uncultured Candidatus Woesearchaeota archaeon] >gi|1572541159|emb|VDS11206.1| RuBisCO long chain, Form III-like [uncultured Candidatus Woesearchaeota archaeon] >gi|1572541171|emb|VDS11212.1| RuBisCO long chain, Form III-like [uncultured Candidatus Woesearchaeota archaeon]",III-like
"gi|1572540045|emb|VDD89058.1| RuBisCO long chain, Form III-like [uncultured archaeon]",III-like
"gi|1572539582|emb|VDD88870.1| RuBisCO long chain, Form III-like [uncultured archaeon]",III-like
rifoxyc1_sub10_scaffold_612_2,III-like
"gi|1572540075|emb|VDD89086.1| RuBisCO long chain, Form III-like [uncultured archaeon]",III-like
"gi|1572540283|emb|VDD89235.1| RuBisCO long chain, Form III-like [uncultured archaeon]",III-like
"gi|1572540171|emb|VDD89152.1| RuBisCO long chain, Form III-like [uncultured archaeon]",III-like
"TARA_039.SAMEA2620106.270.0.1-0.22_7976_4 /annotation=ribulose bisphosphate carboxylase, type III (EC:4.1.1.39) /ngenes=9",III-like
"TARA_137.SAMEA2623314.375.0.22-3_1502813_3 /annotation=ribulose bisphosphate carboxylase, type III (EC:4.1.1.39) /ngenes=6",III-like
"gi|1572539670|emb|VDD88933.1| RuBisCO long chain, Form III-like [uncultured archaeon]",III-like
RBC_40 TARA_039.SAMEA2620106.270.0.1-0.22_12590_8,III-like
"TARA_039.SAMEA2620106.270.0.1-0.22_11505_2 /annotation=ribulose bisphosphate carboxylase, type III (EC:4.1.1.39) /domain=Archaea /phylum=Woesearchaeota",III-like
CG10_big_fil_rev_8_21_14_0.10_scaffold_617_c_46,III-like
rifcsplowo2_01_scaffold_352176_1,III-like
